,text,labels
619,مصادر مُعارِضة داخل معضمية الشام تتحدث عن نية المسلحين تسليم أسلحتهم للجيش السوري فور الانتهاء من تسوية #داريا.#جمعة_الباص_الأخضر_في_داريا,Military_SecurityExtremist_Group
620,@j_alashkar @sajooj_issa جعفر بدي ائذيك 😃😃😃,None
621,شو هاد الخراء والملل يا الله شو هاد,None
622,ما العقوبة المناسبة برأيكم https://t.co/yhs6rEilI5,None
623,وعلى الاخوة الإعلاميين والنشطاء تسليط الضوء على هذه المعاناة لعلّهم يشكلون وسيلة ضغط على من يعرقل خروجهم.#أنقذوا_حلب,None
624,حلب تنتصر✌✌✌✌✌,Military_SecurityAleppo
625,اتحاد الفروسية يقيم المرحلة التاسعة من الدوري السوري للقفز على الحواجز #رياضة #سورية,None
626,يلضيرم كول خرا 😒 https://t.co/Es1h8fANNa,None
627,بيْن مبارِح واليوم.. شو تذَكّرنا ناس! 💆,None
628,@hanakhaled11 بتحسيها سكرانة 😱😷😷اغلظ منها الله ما خللق,None
629,شفتا بس مو مشكلة منظل عليه ليحدث بوجهو 😂#SugaSelcaDay https://t.co/oSnRxV8id0,None
630,@AfraaNajwa نسينا 🙇,None
631,اللي قال الدّنيي كزابة، كزاب بعينو .. 😂,None
632,#جيش_إدلب_الحر يستهل مشواره في معارك ريف #حماة الشمالي #لا_للمزاودات https://t.co/3YkGe9cR2G,None
633,@waseem_yousef مممم اليهودي منغص شوي لانو منخاف من غدرهم المشهورين فيه,None
634,يعني بالحلبي ...ندلعك صطيف 😂😂😂😁 https://t.co/0TpsWZtziW,None
635,كل سوخويات روسيا وصواريخ الجيش بكفة ، وزيارة الأسد للغوطة بكفة تانية 😌,Russia
636,تعجبني الأرواح الراقية التي تحترم ذاتها وتحترم الغير تتحدث بعمق، تطلب بأدب، تمزح بذوق، تعتذر بصدق، وترحل بهدوء ..,None
637,@amr5035 اهلا وسهلا فيك وبأهل مصر 😊☺,None
638,@najwakaram يتْراءى لي وَجه الحَبيب..مَرّة بِعيد و مَرّة قَريب! #نزلت_البحر #نجوى_كرم 💗https://t.co/NgW8R1C487,Entertainment
639,"@najwakaram بجنّ انا كل ما تنفتح هالسيرةكلمة ""اعتزال"" ممنوع تنذكر حدّ اسمك ما فينا بلاكي نحنا اوكي؟!😭😭https://t.co/eHqIvJ0OXS",Entertainment
640,القطّ ما بيحبّ الّا خنّاقو.,None
641,أولاً الحمدالله ع السلامةثانياً شعنينة مباركةوانشالله تضل بصحتك❤وتقدمك ونجاحك الي بيرفع الراسالله يخليلك عيلتك ويخليك لمحبينك@adelkaram9,Religion
642,@najwakaram #نجوى_كرم والله حُبِّك كاويني 💘😭https://t.co/9SYYpZ2tyM,None
643,@ShamySham8 @coodfdl2 @joad_sy مبارح اكتلها ب 1000 من المزة 😁,None
644,#هلأ_تا_فقتي #WaelKfouryNewSong وقف الكلام عند اختياراتك وصوتك ملك ...الله يحميك ❤@kfourywael,None
645,أش عم يصييييير 😭,None
646,@taliank12 @LayaliKaram في مشكلة بالانترنت لأن عم تغيّر مكان السكن💗,None
647,عَم يوجَعني قَلبي 💔😔😢,None
648,#جمعة #صلواعليه اللهم صل وسلم وبارك على سيدنا وشفيعنا وحبيبنا محمد صلاة ماصلاها مهموم الا انفرج,Religion
649,هيدا مش فاهم شي وما معو خبر انك رديتي عليه اصلاً😂😂😭😭😂😭💔https://t.co/3hLbX6FyAZ,None
650,لا تفقد الأمل ... فالفرج قريب,None
651,في بتويتر العقيد والعميد...كم رتبة ضالل عنا لنعمل جيش؟,None
652,الدّواعِش... ناشُّونا نيش.,None
653,#Wael2017 #وائل_كفوري ناطرين على ناااار 🙈🎇@waelkfoury,Entertainment
654,@FarrahYousef اشوف جمال القمر تخطري على بالي😍😍😍 https://t.co/fUxvMPgKdY,None
655,جايين يا نور عيوني ❤🙌❤💃✌✌✌ https://t.co/EIE0mTGYIJ,None
656,@najwakaram من الله سحرِك كلّو 💜✨,Entertainment
657,لمّا ماتعرف ازا بتنجح بالامتحان او لا 😕شنو هاظ ياخرا 🙂,None
658,إقناع الطفل شيء جيد... هذا إذا استطعت إقناعه بدون تدمير قناعتك.(((Fadil)))))😘😘😘😘😘✌🏿️🇭🇺🇭🇺💚💛❤️ @… https://t.co/Q5dIfqT9EH,None
659,بحس بوجعو بحس بالغصة الي بقلبوما بتصدقوا قديش صعبة وقديش كان عم ينتظر هل يومو متلو كتارجاي هل يوم الي رح اعمل هيك https://t.co/u4y3Pmk1f8,None
660,@maya_yamak يلّا اركبي بأوّل سيّارة و بوجِّك لعندي 🏃🚘👭,None
661,دكتور مادة العربي بكلية ادب الانكليزي واحد شرموط ابن شرموط 😊,None
662,@MasaAuf لا لا خسر ٩٠ هوي,None
663,@NkRimoo ريمو حبيبتي دخيل قلبك، الله يبعتلك إيام حلوة متلو وانشالله كلنا منفرح بشوفتها عن قريب ⁦🙏🏻⁩⁦❤️⁩,None
664,عيوووونا ل نعومتك 😍هَيكيني رجعت 🙈 ... و أنا اشتقتلك كتير يا غاليّة 💕يخليلي قلبك و محبتك 💘🌸 https://t.co/xZgAo4kFFU,None
665,طيب و أنت شو أنت؟ 🌸شو هالحلا يلي كنتي فيه 💙 ... بتجنني غدورة 😍عقبال فرحتك بحظ يسعد روحك و قلبك يارب 🙌🙏😙 https://t.co/ItCmVWmVrK,None
666,@But_Not_Me بدون شي؟,None
667,ماذا يفعل هكذا شخص بهكذا عقلية طائفية في بلدكم الطيب @Sweden_AR https://t.co/PuHg8G5sEP,None
668,على سبيل الحنينأرغب بسماع #صوتك فقط..!!#Je_suis_saadlamjarred @saadlamjarred1#كلنا_سعد_المجرد #الحرية_لسعد_المجرد https://t.co/f6OmjaqiKd,None
669,أحلى الكلااام كلامِك @najwakaram #NajwaKaramLiveTonight,Entertainment
670,حسابي على انستقرام @ لقطات عدسة متواضعة https://t.co/1ItFlbPw0S,None
671,@sanfuraroro اي لكن ما انتي متدربة عند ام كلثوم 😂😁,None
672,@Hanood__Sy على اساس انو اللي بيشترو ماركات بيكونو ناطرين عالرواتب 😂😂,None
673,@aa123aa34812002 😂😂😂😂😅اييي😂😂هيدا جيل الحرب 😅💔,None
674,رسالة الصبح للمرتبط: صباح الخير يا عمري ❤رسالة الصبح للسنجل: انضم الى الفيلق الخامس اقتحام 🐸🐸,None
675,"ميسر بن علي القحطاني, @mysar999 الآن نشط في Syriahttps://t.co/FkbisMxLwx https://t.co/EsSQX9kkCU",None
676,صباح الخير ، ليكو سؤال هلأ توليد #الكهربا طبيعي ولا قيصرية 😂😂😂خلص باي 🙈🙈,None
677,@farawlaaya @saadlamjarred1 تماما ً .. صبر وصبر حتى ينجح نفسه بنفسه,None
678,هلق هاد كيف نحف هيك 😕ما هي اهدافه 😔؟هل امريكا تدعمه 😁!؟😂😂😂👌 https://t.co/VQYQsJkYre,None
679,@elissakh ضحكتا ..غنجاا...حركتا ..هضامتا كلا كلا بحباا ❤😘😍🙈#اليسا #elissa https://t.co/Yhfeuqcj0n,None
680,صوت التميز صوت القوة صوت السعد والسعادة صوت سعد لمجرد 🎵💛❤️@saadlamjarred1 https://t.co/DcpWKT8pBb,None
681,#تصويري #حلب ❤💔 حلب الشهباء عطاء و أتعاب أبنائكِ و تضحياتهم كفيلة باعادة إعماركِ يا خالدة https://t.co/8Ukxgx7qW7,None
682,الى فصائل المعارضة اجمع:نشالله كل سنة والنظام عقلبكنوالامن السّوري محاوط دربكنو بشار حافظ الاسد حارق قلبكن 😌🙏🏻,None
683,@LeilaJoujou @najwakaram @SaraNk96 عَقلها كبير .. شو بَدّا بِ هيك ناس .. شغلتها الحَكي و كلّ يوم برأي !,Entertainment
684,@najwakaram حبيبة قلبييييي 😭😭😭,Entertainment
685,لَوْ عدّوا سنين.. قلبي محلفني إنّي ما كمل غير وانا ويّاك..,None
686,@hzoooom54 @shahedat97 قلة برامج شات؟,None
687,"#طرفه صيدلانية تزوج عليها زوجها, فأرسلت له رساله تقول فيها:لاتفرح كتير نفس التركيب بس غير شركة😛😝😂😂",None
688,@mdrst_alifon حتى شركة آبل الحلول تبعها تافهة وكذب ومالا طعمة آخر شي بتقلك يفضل تزور اقرب دعم فني لافادتك يعني مابتعطيك الافادة هاد مو حل,None
689,انتو ميتين ولا شو؟,None
690,@sidratayyara انو ع شوعم يعتذر الموضوع كلو قلة اخلاق فلازم يعتذر من حالو مو من الناس,None
691,لو خيرت ماذا تفضل أن تكون ولماذا؟ #تصويت_سورية,None
692,@alaasynk نوّر التايم لاين 😍😍😍,None
693,@najwakaram دني يا دَنا و هَدّني يا سَنَدي💆#نجوى_كرم #BeniYaDana 💃 https://t.co/VTqSb2fhM0,Entertainment
694,@najwakaram من أَيَّ بلاد و دَيرة لالا..حَوّل علَيّك الجيّرة 💕#نجوى_كرم 💎https://t.co/GYycxcWUlK,Entertainment
695,@najwakaram وما ضلّ غيرو ذكر من عين الحبيب ❤#Ta3aBawredBiAlbihttps://t.co/Go1ZJcc3QF,None
696,مزارع القابون تحت السيطرة النارية... 😉😉 #syria #syrianarmy #day #damascus #funny #l4l… https://t.co/NzmFGpzQxU,Aleppo
697,@noura73404853 لا نور كبيرة 😂هي اسما زين اصغر الشي🙈,None
698,@najwakaram انا قلبي شلتو على كفّيوصوب ديارك بدّي كفّيوعلى دارك فوت 😍#الدنيي_تحديت #LDenyiT7addeet https://t.co/V7Bz2tJPpq,None
699,وضع #حلب من سيئ إلى أسوأ من كافة الجهات,None
700,@Yzan69 شمر عن ساعدك وأنزل شوف بعينك واقترح حل #بسيطة,None
701,وفاة أبو جعفر الحمصي غرقاً أم تصفيةً 😏 https://t.co/Q12K83KziC,None
702,مدينة #دارة_عزة تزف لكم نبأ إرتقاء الشابين مصطفى كوجي و محمود رمضان عرب على جبهة #الملاح بريف #حلب الشمالي2016-7-21 https://t.co/eQnkTrQGbd,None
703,مستعدة بيع اهلي مقابل سندويشة سكلوب من عند #عربي في هذه الساعة من الليل ..الجوع صعب يا جماعة ☝🏼️,None
704,@ghanuge_nk @suzaan_nk 😂😂😂ليكي و 💩 انشالله👊,None
705,@TheSyrianTweet صف تامن وبتحب أخو رفيقتها يلي صف عاشر، قال لأنه طويل وحلو 🤣 ومعها بالأستديو بنت حماها,None
706,@ghanuge_nk 😂😂اااخ عم نضحك ع حالنا 🙏😢😢لك صحي اذا تمت هيك بكرا عندي دواام بجوز يعطلونا 😂,None
707,عسى الله ان يبعث السعادة في قلبك كل صباح 🙏🏻🤗 صباح التفاؤل والسعادة @saadlamjarred1 https://t.co/nHcqNGdxwD,None
708,تصوير رائع من زميلنا الفوتوغرافي@wassuofian @ Technology World https://t.co/gmvG4wABph,None
709,@Layal_NK حيوانة هلئ بيفكروني عم احكي مع حالي😂😭,None
710,لما الي عازمينون على الفطور يلزقوا 😂😅😭 https://t.co/NgM4p2QjVN,None
711,تعرف على WhatsApp Messenger لهاتفك الذكي وقم بتنزيله اليوم من https://t.co/K6AejGLrXH,None
712,@xAOASx @BetooAtassi ذكرتيني بالنومينيه تبع ستار أكاديمي ، بتول بحبك بس غنى بنت بلدي,None
713,كلّو كذب .. ما حدّا بيعشق حدا ..,None
714,بـِ حـلـب الحياة من شارع ل شـارع بتختلف ....,None
715,@HayaMasarjiو إذا مش عاجبك الحكي البلوك من فوق ازك 😉😒,None
716,@3allak الفريكة للرجال الجبناء اكلو شاورما,None
717,💕🌷💕 صباحكم ارتواءوذكرلله يلج إلى باب السماءوبه ينجلي كل همٍ وحزنٍ وشقاءومع كل نسمة فيه عبق وضياء. https://t.co/FTc7lqxXJu,Religion
718,يعني هل سرقات مش بس عم تصير بالاحياء الي سيطر عليها الجيش مسبقاًحتى هون عم تصير من فترة سيارتنا حاولوا يسرقوا و سيارة جارنا نسرقة وغيرا,None
719,😱 شو كبسة زر https://t.co/B3mdIaqt2h,None
720,@AlhazzaaaliAli صحة صحةةة 😍😍,None
721,@najwakaram بلا حكي رمشِك قاتل..❤ https://t.co/Qm2WbUuhGq,Entertainment
722,الله حيووووووا النشامة وحامى العرض والارض باءذن الله تعالى @… https://t.co/gGqUPOo4Jz,None
723,@najwakaram 💕ما بَعرف إلا اشتَقلَك! 💆🙈https://t.co/ncRUjDLRzk#YekhrebBaytak 💜 #نجوى_كرم https://t.co/6vDnbgeEGi,None
724,@But_Not_Me وداعا يا دمشق، غادة السمان,None
725,@Gmr_bq @alaasynk @lamess09 ليش ايمت شفتي ركبة امي ؟لما دعست ع راسك ما 😂😂😂😂😂😂😂😂,None
726,حاج تحكوا سياسة يامحللين واللهلااناولاانتو فهمانين شي,None
727,@sanfuraroro اي والله بدو 😭حيوان سرقلي السيدي يلي نصبوا عليي مصاري لشتريتو 😭,None
728,@liilii_h9240 لقيتها,None
729,#سرمدا الآن نشط في Syriahttps://t.co/PdWaGhxYW0 https://t.co/iL1DUAQcWV,None
730,@ELRey_FCB ههههههه😂😂😂 وضع مؤلم 6_2 جارحة جدا نسيو التاريخ لما كانت النتيجة 15/1😂😂😂😂,None
